Order_ID,Product_ID,Order_Date,Quantity_Ordered,Order_Region,Product_Name,Category,Unit_Cost,Unit_Price,Invoice_ID,Invoice_Amount,Invoice_Date,Payment_Status,Return_Date,Return_Reason,Expected_Revenue,Total_Cost,Expected_Profit,Revenue_Leak,Payment_Issue,Is_Returned
O00067,P0008,2023-03-08,9,West,Product_8,Home & Kitchen,147.49,260.15,I00062,4346.67,2023-03-07,Overdue,,,2341.35,1327.41,1013.9399999999998,-2005.3200000000002,True,False
O00068,P0014,2023-03-09,2,East,Product_14,Books,349.65,453.93,I00031,944.07,2023-02-04,Paid,,,907.86,699.3,208.56000000000006,-36.210000000000036,False,False
O00069,P0011,2023-03-10,2,South,Product_11,Home & Kitchen,48.09,722.86,I00078,2667.27,2023-03-23,Paid,,,1445.72,96.18,1349.54,-1221.55,False,False
O00072,P0007,2023-03-13,9,North,Product_7,Electronics,49.96,330.84,I00089,3665.09,2023-04-03,Unpaid,,,2977.56,449.64,2527.92,-687.5300000000002,True,False
O00075,P0013,2023-03-16,4,West,Product_13,Home & Kitchen,381.5,32.19,I00060,1413.46,2023-03-05,Overdue,,,128.76,1526.0,-1397.24,-1284.7,True,False
O00079,P0002,2023-03-20,7,North,Product_2,Home & Kitchen,35.27,100.28,I00019,1950.25,2023-01-23,Unpaid,,,701.96,246.89000000000001,455.07000000000005,-1248.29,True,False
O00082,P0014,2023-03-23,8,North,Product_14,Books,349.65,453.93,I00004,4021.92,2023-01-08,Unpaid,,,3631.44,2797.2,834.2400000000002,-390.48,True,False
O00083,P0018,2023-03-24,8,North,Product_18,Books,430.62,236.88,I00008,1960.49,2023-01-12,Paid,,,1895.04,3444.96,-1549.92,-65.45000000000005,False,False
O00084,P0006,2023-03-25,5,North,Product_6,Electronics,8.55,351.72,I00045,4423.61,2023-02-18,Unpaid,2023-03-01,Incorrect Item,1758.6000000000001,42.75,1715.8500000000001,-2665.0099999999993,True,True
O00086,P0009,2023-03-27,6,West,Product_9,Home & Kitchen,385.42,733.37,I00079,4550.09,2023-03-24,Unpaid,,,4400.22,2312.52,2087.7000000000003,-149.8699999999999,True,False
O00087,P0010,2023-03-28,1,West,Product_10,Clothing,387.87,338.09,I00041,1007.91,2023-02-14,Paid,,,338.09,387.87,-49.78000000000003,-669.8199999999999,False,False
O00088,P0008,2023-03-29,5,North,Product_8,Home & Kitchen,147.49,260.15,I00058,3027.69,2023-03-03,Overdue,,,1300.75,737.45,563.3,-1726.94,True,False
O00095,P0015,2023-04-05,4,South,Product_15,Home & Kitchen,240.46,521.68,I00027,3283.15,2023-01-31,Overdue,,,2086.72,961.84,1124.8799999999997,-1196.4300000000003,True,False
O00097,P0010,2023-04-07,5,East,Product_10,Clothing,387.87,338.09,I00076,3438.48,2023-03-21,Overdue,,,1690.4499999999998,1939.35,-248.9000000000001,-1748.0300000000002,True,False
O00098,P0013,2023-04-08,9,North,Product_13,Home & Kitchen,381.5,32.19,I00023,2054.61,2023-01-27,Unpaid,,,289.71,3433.5,-3143.79,-1764.9,True,False
O00099,P0003,2023-04-09,7,West,Product_3,Electronics,53.3,235.93,I00050,1785.54,2023-02-23,Paid,,,1651.51,373.09999999999997,1278.41,-134.02999999999997,False,False
O00100,P0018,2023-04-10,2,East,Product_18,Books,430.62,236.88,I00032,3559.49,2023-02-05,Paid,2023-03-11,Incorrect Item,473.76,861.24,-387.48,-3085.7299999999996,False,True
