Order_ID,Product_ID,Order_Date,Quantity_Ordered,Order_Region,Product_Name,Category,Unit_Cost,Unit_Price,Invoice_ID,Invoice_Amount,Invoice_Date,Payment_Status,Return_Date,Return_Reason,Expected_Revenue,Total_Cost,Expected_Profit,Revenue_Leak,Payment_Issue,Is_Returned
O00028,P0002,2023-01-28,9,East,Product_2,Home & Kitchen,35.27,100.28,I00028,94.33,2023-02-01,Paid,2023-03-08,Late Delivery,902.52,317.43,585.0899999999999,808.1899999999999,False,True
O00029,P0019,2023-01-29,7,South,Product_19,Electronics,387.96,760.44,I00082,4116.76,2023-03-27,Paid,2023-03-09,Late Delivery,5323.08,2715.72,2607.36,1206.3199999999997,False,True
O00032,P0001,2023-02-01,5,East,Product_1,Home & Kitchen,276.04,306.6,I00017,549.96,2023-01-21,Unpaid,,,1533.0,1380.2,152.79999999999995,983.04,True,False
O00033,P0009,2023-02-02,2,South,Product_9,Home & Kitchen,385.42,733.37,I00016,459.0,2023-01-20,Overdue,,,1466.74,770.84,695.9,1007.74,True,False
O00041,P0018,2023-02-10,6,South,Product_18,Books,430.62,236.88,I00036,219.38,2023-02-09,Overdue,,,1421.28,2583.7200000000003,-1162.4400000000003,1201.9,True,False
O00042,P0011,2023-02-11,3,North,Product_11,Home & Kitchen,48.09,722.86,I00046,1811.42,2023-02-19,Paid,,,2168.58,144.27,2024.31,357.15999999999985,False,False
O00043,P0014,2023-02-12,8,West,Product_14,Books,349.65,453.93,I00064,2843.75,2023-03-09,Paid,,,3631.44,2797.2,834.2400000000002,787.69,False,False
O00044,P0014,2023-02-13,6,South,Product_14,Books,349.65,453.93,I00051,1072.16,2023-02-24,Paid,,,2723.58,2097.8999999999996,625.6800000000003,1651.4199999999998,False,False
O00050,P0012,2023-02-19,8,North,Product_12,Clothing,269.86,556.54,I00056,1842.08,2023-03-01,Unpaid,,,4452.32,2158.88,2293.4399999999996,2610.24,True,False
O00053,P0007,2023-02-22,5,North,Product_7,Electronics,49.96,330.84,I00014,120.98,2023-01-18,Unpaid,,,1654.1999999999998,249.8,1404.3999999999999,1533.2199999999998,True,False
O00056,P0009,2023-02-25,2,West,Product_9,Home & Kitchen,385.42,733.37,I00052,129.8,2023-02-25,Unpaid,,,1466.74,770.84,695.9,1336.94,True,False
O00057,P0018,2023-02-26,8,West,Product_18,Books,430.62,236.88,I00013,737.11,2023-01-17,Unpaid,2023-03-03,Damaged,1895.04,3444.96,-1549.92,1157.9299999999998,True,True
O00060,P0012,2023-03-01,7,South,Product_12,Clothing,269.86,556.54,I00038,1566.05,2023-02-11,Overdue,,,3895.7799999999997,1889.02,2006.7599999999998,2329.7299999999996,True,False
O00070,P0011,2023-03-11,6,North,Product_11,Home & Kitchen,48.09,722.86,I00009,399.16,2023-01-13,Unpaid,,,4337.16,288.54,4048.62,3938.0,True,False
O00071,P0015,2023-03-12,7,South,Product_15,Home & Kitchen,240.46,521.68,I00063,3018.06,2023-03-08,Paid,,,3651.7599999999998,1683.22,1968.5399999999997,633.6999999999998,False,False
O00074,P0014,2023-03-15,9,South,Product_14,Books,349.65,453.93,I00022,1647.47,2023-01-26,Paid,,,4085.37,3146.85,938.52,2437.8999999999996,False,False
O00077,P0014,2023-03-18,5,East,Product_14,Books,349.65,453.93,I00090,1753.87,2023-04-04,Unpaid,2023-03-13,Late Delivery,2269.65,1748.25,521.4000000000001,515.7800000000002,True,True
O00078,P0012,2023-03-19,9,West,Product_12,Clothing,269.86,556.54,I00043,1684.85,2023-02-16,Unpaid,,,5008.86,2428.7400000000002,2580.1199999999994,3324.0099999999998,True,False
O00081,P0012,2023-03-22,8,West,Product_12,Clothing,269.86,556.54,I00001,1612.49,2023-01-05,Paid,,,4452.32,2158.88,2293.4399999999996,2839.83,False,False
O00085,P0015,2023-03-26,7,East,Product_15,Home & Kitchen,240.46,521.68,I00002,687.69,2023-01-06,Overdue,,,3651.7599999999998,1683.22,1968.5399999999997,2964.0699999999997,True,False
O00089,P0006,2023-03-30,8,North,Product_6,Electronics,8.55,351.72,I00035,1387.49,2023-02-08,Overdue,,,2813.76,68.4,2745.36,1426.2700000000002,True,False
O00090,P0019,2023-03-31,4,West,Product_19,Electronics,387.96,760.44,I00066,1018.66,2023-03-11,Unpaid,,,3041.76,1551.84,1489.9200000000003,2023.1000000000004,True,False
O00091,P0009,2023-04-01,8,South,Product_9,Home & Kitchen,385.42,733.37,I00070,1549.63,2023-03-15,Overdue,,,5866.96,3083.36,2783.6,4317.33,True,False
O00092,P0016,2023-04-02,4,West,Product_16,Electronics,315.56,728.73,I00048,814.15,2023-02-21,Paid,,,2914.92,1262.24,1652.68,2100.77,False,False
O00093,P0020,2023-04-03,5,North,Product_20,Home & Kitchen,126.04,750.05,I00011,1776.46,2023-01-15,Overdue,2023-03-12,Late Delivery,3750.25,630.2,3120.05,1973.79,True,True
O00094,P0008,2023-04-04,7,North,Product_8,Home & Kitchen,147.49,260.15,I00005,578.35,2023-01-09,Paid,,,1821.0499999999997,1032.43,788.6199999999997,1242.6999999999998,False,False
O00096,P0014,2023-04-06,7,West,Product_14,Books,349.65,453.93,I00034,3072.23,2023-02-07,Paid,,,3177.51,2447.5499999999997,729.9600000000005,105.2800000000002,False,False
